KP,Er
2589.312691192891,-4.1683004861748
2593.1321484976415,-4.16253749748385
2596.951605802453,-4.156774549324978
2600.7710630993392,-4.151006352990269
2604.5905203885764,-4.145233091735748
2608.409977686242,-4.139465412117361
2612.2294349909375,-4.13370238711833
2616.0488922956333,-4.1279393621192995
2619.868349600329,-4.122176337120269
2623.68780689547,-4.116406985358799
2627.5072641847073,-4.110633724104277
2631.326721484061,-4.10486716217527
2635.146178788757,-4.099104137176239
2638.965636093533,-4.09334116526352
2642.785093398344,-4.087578217104648
2646.6045507030717,-4.081815213064772
2650.424008007768,-4.076052188065746
2654.2434653006594,-4.070281346319741
2658.0629225898956,-4.064508085065216
2661.8823798915,-4.058743013120738
2665.701837196196,-4.052979988121707
2669.521294526683,-4.047234086869391
2673.340751862214,-4.041491534381724
2677.1602129103276,-4.041368747913046
2680.979674499394,-4.042064806375521
2684.799118366791,-4.053240257490006
2688.618560464257,-4.065462325788096
2692.437951363134,-4.088563520312324
2696.2573393156495,-4.112290783875294
2700.0766426590926,-4.147033471742157
2703.895943843937,-4.182041503089395
2707.7152126184283,-4.220425654066823
2711.534481392919,-4.258809805044246
2715.3537501674105,-4.2971939560216805
2719.173018933022,-4.335578990419177
2722.9922876097853,-4.373972864262612
2726.8115562989724,-4.412365502005864
2730.6308250734637,-4.4507496529832995
2734.4500938479546,-4.4891338039607245
2738.2693626224464,-4.527517954938152
2742.088631396937,-4.56590210591558
2745.907900171429,-4.6042862568930145
2749.7271689459203,-4.642670407870445
2753.546437720411,-4.681054558847872
2757.3657064949025,-4.7194387098253
2761.184975269393,-4.757822860802725
2765.004244045472,-4.796206853842354
2768.8235128251067,-4.834590493082794
2772.6427816029673,-4.872974308823437
2776.4620503774586,-4.91135845980087
2780.2813191519504,-4.949742610778299
2784.100587926441,-4.988126761755728
2787.919856700932,-5.026510912733153
2791.739125475423,-5.06489506371058
2795.5583942499147,-5.103279214688014
2799.377663024406,-5.141663365665444
2803.1969317988974,-5.180047516642874
2807.0162005733882,-5.218431667620304
2810.835469350587,-5.256815549218546
2814.654738130221,-5.295199188458978
2818.4740069069617,-5.333583115641007
2822.2932756814525,-5.371967266618434
2826.1125444559448,-5.410351417595868
2829.9318132304356,-5.448735568573298
2833.7510820049265,-5.487119719550726
2837.570350779418,-5.52550387052815
2841.389619553909,-5.5638880215055835
2845.2088883284005,-5.602272172483013
2849.0281571065316,-5.6406559612156615
2852.8474258861665,-5.679039600456099
2856.666694661974,-5.71742362050372
2860.485963436465,-5.755807771481147
