sids,lon,lat,depth,vs30,vs30measured
368,22.93739,40.60799,0.00000,3.48845E+02,0
369,22.93909,40.60799,0.00000,3.48845E+02,0
370,22.94079,40.60799,0.00000,3.48845E+02,0
371,22.94248,40.60799,0.00000,3.48845E+02,0
372,22.94418,40.60799,0.00000,3.48845E+02,0
373,22.94588,40.60799,0.00000,3.48842E+02,0
374,22.94757,40.60799,0.00000,3.48658E+02,0
375,22.94927,40.60799,0.00000,3.44998E+02,0
376,22.95097,40.60799,0.00000,3.23691E+02,0
377,22.95266,40.60799,0.00000,2.97455E+02,0
378,22.95436,40.60799,0.00000,3.18825E+02,0
379,22.95606,40.60799,0.00000,3.43370E+02,0
380,22.95775,40.60799,0.00000,3.33480E+02,0
381,22.95945,40.60799,0.00000,3.24480E+02,0
382,22.96115,40.60799,0.00000,3.40270E+02,0
383,22.96285,40.60799,0.00000,3.56084E+02,0
384,22.96454,40.60799,0.00000,3.61035E+02,0
385,22.96624,40.60799,0.00000,3.73312E+02,0
386,22.96794,40.60799,0.00000,3.79976E+02,0
387,22.96963,40.60799,0.00000,3.62430E+02,0
388,22.97133,40.60799,0.00000,3.50756E+02,0
389,22.97303,40.60799,0.00000,3.48931E+02,0
390,22.92382,40.61042,0.00000,3.48845E+02,0
391,22.92551,40.61042,0.00000,3.48845E+02,0
392,22.92721,40.61042,0.00000,3.48845E+02,0
393,22.92891,40.61042,0.00000,3.48845E+02,0
394,22.93060,40.61042,0.00000,3.48845E+02,0
395,22.93230,40.61042,0.00000,3.48845E+02,0
396,22.93400,40.61042,0.00000,3.48845E+02,0
397,22.93569,40.61042,0.00000,3.48845E+02,0
398,22.93739,40.61042,0.00000,3.48845E+02,0
399,22.93909,40.61042,0.00000,3.48845E+02,0
400,22.94079,40.61042,0.00000,3.48845E+02,0
401,22.94248,40.61042,0.00000,3.48845E+02,0
402,22.94418,40.61042,0.00000,3.48845E+02,0
403,22.94588,40.61042,0.00000,3.48840E+02,0
404,22.94757,40.61042,0.00000,3.48513E+02,0
405,22.94927,40.61042,0.00000,3.42178E+02,0
406,22.95097,40.61042,0.00000,3.06229E+02,0
407,22.95266,40.61042,0.00000,2.64478E+02,0
408,22.95436,40.61042,0.00000,3.03661E+02,0
409,22.95606,40.61042,0.00000,3.49772E+02,0
410,22.95775,40.61042,0.00000,3.56640E+02,0
411,22.95945,40.61042,0.00000,3.56117E+02,0
412,22.96115,40.61042,0.00000,3.48920E+02,0
413,22.96285,40.61042,0.00000,3.41635E+02,0
414,22.96454,40.61042,0.00000,3.46239E+02,0
415,22.96624,40.61042,0.00000,3.62171E+02,0
416,22.96794,40.61042,0.00000,3.68977E+02,0
417,22.96963,40.61042,0.00000,3.57719E+02,0
418,22.97133,40.61042,0.00000,3.50094E+02,0
419,22.97303,40.61042,0.00000,3.48902E+02,0
420,22.92382,40.61285,0.00000,3.48845E+02,0
421,22.92551,40.61285,0.00000,3.48845E+02,0
422,22.92721,40.61285,0.00000,3.48845E+02,0
423,22.92891,40.61285,0.00000,3.48845E+02,0
424,22.93060,40.61285,0.00000,3.48845E+02,0
425,22.93230,40.61285,0.00000,3.48845E+02,0
426,22.93400,40.61285,0.00000,3.48845E+02,0
427,22.93569,40.61285,0.00000,3.48845E+02,0
428,22.93739,40.61285,0.00000,3.48845E+02,0
429,22.93909,40.61285,0.00000,3.48845E+02,0
430,22.94079,40.61285,0.00000,3.48845E+02,0
431,22.94248,40.61285,0.00000,3.48845E+02,0
432,22.94418,40.61285,0.00000,3.48845E+02,0
433,22.94588,40.61285,0.00000,3.48839E+02,0
434,22.94757,40.61285,0.00000,3.48491E+02,0
435,22.94927,40.61285,0.00000,3.41879E+02,0
436,22.95097,40.61285,0.00000,3.05162E+02,0
437,22.95266,40.61285,0.00000,2.63616E+02,0
438,22.95436,40.61285,0.00000,3.03148E+02,0
439,22.95606,40.61285,0.00000,3.51357E+02,0
440,22.95775,40.61285,0.00000,3.67909E+02,0
441,22.95945,40.61285,0.00000,3.71808E+02,0
442,22.96115,40.61285,0.00000,3.45574E+02,0
443,22.96285,40.61285,0.00000,3.14309E+02,0
444,22.96454,40.61285,0.00000,3.20741E+02,0
445,22.96624,40.61285,0.00000,3.42923E+02,0
446,22.96794,40.61285,0.00000,3.49912E+02,0
447,22.96963,40.61285,0.00000,3.49524E+02,0
448,22.97133,40.61285,0.00000,3.48939E+02,0
449,22.97303,40.61285,0.00000,3.48849E+02,0
450,22.92382,40.61528,0.00000,3.48845E+02,0
451,22.92551,40.61528,0.00000,3.48845E+02,0
452,22.92721,40.61528,0.00000,3.48845E+02,0
453,22.92891,40.61528,0.00000,3.48845E+02,0
454,22.93060,40.61528,0.00000,3.48845E+02,0
455,22.93230,40.61528,0.00000,3.48845E+02,0
456,22.93400,40.61528,0.00000,3.48845E+02,0
457,22.93569,40.61528,0.00000,3.48845E+02,0
458,22.93739,40.61528,0.00000,3.48845E+02,0
459,22.93909,40.61528,0.00000,3.48845E+02,0
460,22.94079,40.61528,0.00000,3.48845E+02,0
461,22.94248,40.61528,0.00000,3.48845E+02,0
462,22.94418,40.61528,0.00000,3.48845E+02,0
463,22.94588,40.61528,0.00000,3.48839E+02,0
464,22.94757,40.61528,0.00000,3.48494E+02,0
465,22.94927,40.61528,0.00000,3.41938E+02,0
466,22.95097,40.61528,0.00000,3.03434E+02,0
467,22.95266,40.61528,0.00000,2.38438E+02,0
468,22.95436,40.61528,0.00000,2.26427E+02,0
469,22.95606,40.61528,0.00000,2.75309E+02,0
470,22.95775,40.61528,0.00000,3.08107E+02,0
471,22.95945,40.61528,0.00000,3.11469E+02,0
472,22.96115,40.61528,0.00000,3.25520E+02,0
473,22.96285,40.61528,0.00000,3.29185E+02,0
474,22.96454,40.61528,0.00000,3.37399E+02,0
475,22.96624,40.61528,0.00000,3.54005E+02,0
476,22.96794,40.61528,0.00000,3.59614E+02,0
477,22.96963,40.61528,0.00000,3.53450E+02,0
478,22.97133,40.61528,0.00000,3.49464E+02,0
479,22.97303,40.61528,0.00000,3.48872E+02,0
480,22.92382,40.61772,0.00000,3.48845E+02,0
481,22.92551,40.61772,0.00000,3.48845E+02,0
482,22.92721,40.61772,0.00000,3.48845E+02,0
483,22.92891,40.61772,0.00000,3.48845E+02,0
484,22.93060,40.61772,0.00000,3.48845E+02,0
485,22.93230,40.61772,0.00000,3.48845E+02,0
486,22.93400,40.61772,0.00000,3.48845E+02,0
487,22.93569,40.61772,0.00000,3.48845E+02,0
488,22.93739,40.61772,0.00000,3.48845E+02,0
489,22.93909,40.61772,0.00000,3.48845E+02,0
490,22.94079,40.61772,0.00000,3.48845E+02,0
491,22.94248,40.61772,0.00000,3.48845E+02,0
492,22.94418,40.61772,0.00000,3.48845E+02,0
493,22.94588,40.61772,0.00000,3.48839E+02,0
494,22.94757,40.61772,0.00000,3.48484E+02,0
495,22.94927,40.61772,0.00000,3.41888E+02,0
496,22.95097,40.61772,0.00000,3.05299E+02,0
497,22.95266,40.61772,0.00000,2.56773E+02,0
498,22.95436,40.61772,0.00000,2.74884E+02,0
499,22.95606,40.61772,0.00000,3.21322E+02,0
500,22.95775,40.61772,0.00000,3.45287E+02,0
501,22.95945,40.61772,0.00000,3.48907E+02,0
502,22.96115,40.61772,0.00000,3.36131E+02,0
503,22.96285,40.61772,0.00000,3.16982E+02,0
504,22.96454,40.61772,0.00000,3.25121E+02,0
505,22.96624,40.61772,0.00000,3.44285E+02,0
506,22.96794,40.61772,0.00000,3.49999E+02,0
507,22.96963,40.61772,0.00000,3.49503E+02,0
508,22.97133,40.61772,0.00000,3.48935E+02,0
509,22.97303,40.61772,0.00000,3.48849E+02,0
510,22.92382,40.62015,0.00000,3.48845E+02,0
511,22.92551,40.62015,0.00000,3.48845E+02,0
512,22.92721,40.62015,0.00000,3.48845E+02,0
